,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
465,manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292
466,manipur,2020,3,Recharge & bill payments,464659,113190539.14969069
467,manipur,2020,3,Merchant payments,170653,195132026.6311202
468,manipur,2020,3,Financial Services,1878,1593035.944066228
469,manipur,2020,3,Others,8192,4775719.8143366445
470,manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351
471,manipur,2019,1,Recharge & bill payments,120000,22106830.369149238
472,manipur,2019,1,Merchant payments,15190,14580183.380707521
473,manipur,2019,1,Financial Services,800,174777.17283837448
474,manipur,2019,1,Others,2352,3116398.755848917
475,manipur,2019,2,Peer-to-peer payments,120153,679785849.1398683
476,manipur,2019,2,Recharge & bill payments,116500,23573234.273060285
477,manipur,2019,2,Merchant payments,18044,15996651.145700552
478,manipur,2019,2,Financial Services,387,91955.01538259834
479,manipur,2019,2,Others,2341,3342252.5754885403
480,manipur,2019,4,Recharge & bill payments,212136,44202546.57396081
481,manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069
482,manipur,2019,4,Merchant payments,23094,30486780.446382143
483,manipur,2019,4,Financial Services,548,240641.7657683481
484,manipur,2019,4,Others,1639,2709234.857456133
485,manipur,2019,3,Recharge & bill payments,180057,36634657.049143404
486,manipur,2019,3,Peer-to-peer payments,144965,803335616.6325192
487,manipur,2019,3,Merchant payments,17683,20490224.443041254
488,manipur,2019,3,Financial Services,358,367865.7884662621
489,manipur,2019,3,Others,1945,2723638.649764262
490,manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667423
491,manipur,2021,1,Recharge & bill payments,796590,223955812.58644393
492,manipur,2021,1,Merchant payments,377280,433297594.1352152
493,manipur,2021,1,Financial Services,3398,4385333.1754908115
494,manipur,2021,1,Others,8438,6280890.914669826
495,manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
496,manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
497,manipur,2021,2,Merchant payments,510734,531484849.4914169
498,manipur,2021,2,Financial Services,4165,4256098.232237183
499,manipur,2021,2,Others,10603,7145346.314942012
500,manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529043
501,manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
502,manipur,2021,4,Merchant payments,1013985,1229517397.4561875
503,manipur,2021,4,Financial Services,4671,5941100.580610943
504,manipur,2021,4,Others,17325,11393578.842227157
505,manipur,2021,3,Peer-to-peer payments,1819423,9134806594.52819
506,manipur,2021,3,Recharge & bill payments,1368584,367664440.53237265
507,manipur,2021,3,Merchant payments,735707,889317377.086526
508,manipur,2021,3,Financial Services,3460,5625517.975461649
509,manipur,2021,3,Others,14222,9447098.78230339
510,manipur,2018,1,Recharge & bill payments,50212,6463184.554711691
511,manipur,2018,1,Peer-to-peer payments,26382,115495173.55796441
512,manipur,2018,1,Financial Services,2660,412579.53985461866
513,manipur,2018,1,Merchant payments,1614,3616475.6407912206
514,manipur,2018,1,Others,3201,2058760.6368871084
515,manipur,2018,2,Recharge & bill payments,77991,11541247.784420915
516,manipur,2018,2,Peer-to-peer payments,60365,232157389.7914803
517,manipur,2018,2,Financial Services,5992,1241901.2660397931
518,manipur,2018,2,Merchant payments,4041,5366759.827729835
519,manipur,2018,2,Others,3332,2902422.6498233806
520,manipur,2018,4,Recharge & bill payments,113507,18898063.282383174
521,manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889
522,manipur,2018,4,Merchant payments,13333,20685433.28430717
523,manipur,2018,4,Financial Services,1452,307325.2437723951
524,manipur,2018,4,Others,2946,3783141.5353601985
525,manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896
526,manipur,2018,3,Recharge & bill payments,81323,13912990.484925149
527,manipur,2018,3,Merchant payments,7396,9180953.977358334
528,manipur,2018,3,Financial Services,2577,333081.6368315
529,manipur,2018,3,Others,2758,2135468.510417797
530,manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
531,manipur,2022,1,Recharge & bill payments,1528476,469035958.34841275
532,manipur,2022,1,Merchant payments,1247205,1489604137.2090888
533,manipur,2022,1,Financial Services,4878,6057615.527015026
534,manipur,2022,1,Others,15494,10435303.87979853
535,manipur,2022,2,Peer-to-peer payments,2843426,12704512238.809605
536,manipur,2022,2,Merchant payments,1709547,1757831052.0706987
537,manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
538,manipur,2022,2,Financial Services,4069,4753628.558008127
539,manipur,2022,2,Others,14812,7175748.992065379
540,manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472115
541,manipur,2022,4,Merchant payments,1828984,2074698993.4220653
542,manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
543,manipur,2022,4,Financial Services,4691,5754919.963910458
544,manipur,2022,4,Others,9959,5742049.403589871
545,manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
546,manipur,2022,3,Merchant payments,1829741,2010460357.0881667
547,manipur,2022,3,Recharge & bill payments,1379911,432182393.84038734
548,manipur,2022,3,Financial Services,4524,4671353.405444902
549,manipur,2022,3,Others,11300,6411090.828254536
550,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Merchant payments,7184933,2778820380.0
551,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Peer-to-peer payments,3623830,9079653826.0
552,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Recharge & bill payments,979503,746971431.0
553,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Financial Services,3546,2855684.0
554,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Others,12173,5789879.0
555,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Merchant payments,8331573,3135694669.0
556,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Peer-to-peer payments,3962990,9804533561.0
557,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Recharge & bill payments,1046280,800283519.0
558,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Financial Services,3985,4431276.0
559,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Others,12287,5595163.0
560,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Recharge & bill payments,407577,153340696.30393675
561,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Peer-to-peer payments,329005,1119439489.5005136
562,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Merchant payments,137040,66713356.798143014
563,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Financial Services,668,418783.1260904173
564,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,4289,2851043.563834071
565,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Recharge & bill payments,525974,178877986.7248658
566,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Peer-to-peer payments,323909,1052118443.3664523
567,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Merchant payments,118801,68938500.71228051
568,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Financial Services,1826,993268.2971840606
569,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,2642,1448254.787275234
570,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Peer-to-peer payments,666995,2153786522.547576
571,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Merchant payments,631443,316510115.80515665
572,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Recharge & bill payments,509971,224246669.7783347
573,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Financial Services,2453,1683959.5099964456
574,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,6929,4283833.187441602
575,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Recharge & bill payments,455603,201223380.1868608
576,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Peer-to-peer payments,419524,1401020928.2319155
577,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Merchant payments,257572,143497844.49072367
578,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Financial Services,1635,1778864.0123306382
579,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,3978,2268098.077531771
580,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Peer-to-peer payments,408465,757657638.3173952
581,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Recharge & bill payments,225998,62660761.88806932
582,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Merchant payments,20694,17043867.88608146
583,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Financial Services,1645,221064.6189234741
584,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Others,5012,5786443.339431095
585,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Peer-to-peer payments,244134,734034142.8087387
586,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Recharge & bill payments,198184,63874445.55241879
587,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Merchant payments,40781,20816136.241969176
588,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Financial Services,748,155149.75618074698
589,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Others,5809,5561402.205763446
590,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Recharge & bill payments,351819,125809568.35055912
591,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Peer-to-peer payments,324464,1051976410.5472054
592,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Merchant payments,86758,45361559.23824883
593,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Financial Services,1019,267762.49056630814
594,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,4911,3225961.384460643
595,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Recharge & bill payments,319142,104597035.07984878
596,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Peer-to-peer payments,249944,821178569.0593253
597,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Merchant payments,63616,30634658.237494454
598,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Financial Services,533,425044.05141368794
599,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,5516,4636167.420289769
600,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Peer-to-peer payments,768921,2379220756.2230163
601,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Merchant payments,705821,367522132.38063604
602,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Recharge & bill payments,442926,213177144.73200977
603,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Financial Services,2243,1930008.9716834244
604,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868.8861592514
605,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447
606,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473.930562
607,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964.0120024
608,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792.6506419359
609,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204.3977531465
610,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.1650428
611,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133
612,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025
613,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.4175118254
614,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193
615,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071.9381688
616,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554
617,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754.8745275
618,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116.636459231
619,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759.277996017
620,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Recharge & bill payments,95544,17526369.5804541
621,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Peer-to-peer payments,44599,151966933.24607396
622,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Merchant payments,1531,1580762.779739072
623,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Financial Services,1364,353171.5523814913
624,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,5511,4231146.95056825
625,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Recharge & bill payments,122834,30595592.007682398
626,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Peer-to-peer payments,69215,261995613.05482048
627,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Merchant payments,3544,4685536.036433555
628,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Financial Services,2996,383806.08546730166
629,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,4037,4410224.471747881
630,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Peer-to-peer payments,194214,582082154.4115133
631,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Recharge & bill payments,185793,49972030.11285484
632,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Merchant payments,15739,19577328.03937304
633,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Financial Services,2996,371674.6991335743
634,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,5340,6747429.538011953
635,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Recharge & bill payments,157113,39790820.29359456
636,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Peer-to-peer payments,119346,396698085.4104552
637,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Merchant payments,7465,5693604.7441260815
638,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Financial Services,1477,297647.89589848556
639,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,4174,5159437.334100959
640,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.6970267
641,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
642,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.82357025
643,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974
644,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767
645,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.3374817
646,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
647,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243
648,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.7226029015
649,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721
650,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988354
651,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
652,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018
653,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
654,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828
655,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.0586467
656,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
657,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5270094
658,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855
659,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771
660,odisha,2023,1,Merchant payments,243616581,133278562001.0
661,odisha,2023,1,Peer-to-peer payments,198553747,595933691341.0
662,odisha,2023,1,Recharge & bill payments,40372356,24411906758.0
663,odisha,2023,1,Financial Services,127296,134484035.0
664,odisha,2023,1,Others,226108,210333528.0
665,odisha,2023,2,Merchant payments,282885225,147421475866.0
666,odisha,2023,2,Peer-to-peer payments,217285461,625263844732.0
667,odisha,2023,2,Recharge & bill payments,44095331,26269101096.0
668,odisha,2023,2,Financial Services,145204,188423267.0
669,odisha,2023,2,Others,186608,189209143.0
670,odisha,2020,1,Peer-to-peer payments,27110930,82863844732.4941
671,odisha,2020,1,Merchant payments,13269709,5738217250.062569
672,odisha,2020,1,Recharge & bill payments,13083524,3253609732.8992968
673,odisha,2020,1,Financial Services,84037,27641460.905009564
674,odisha,2020,1,Others,134107,73485022.97217913
675,odisha,2020,2,Peer-to-peer payments,24520938,80990080777.89252
676,odisha,2020,2,Recharge & bill payments,17040333,4551061364.34481
677,odisha,2020,2,Merchant payments,8313965,6092753944.948116
678,odisha,2020,2,Financial Services,66787,50322080.338512495
679,odisha,2020,2,Others,86553,48818444.57258892
680,odisha,2020,4,Peer-to-peer payments,47588728,153208735347.1269
681,odisha,2020,4,Merchant payments,27124765,19347472702.804092
682,odisha,2020,4,Recharge & bill payments,17318073,5532179002.002789
683,odisha,2020,4,Financial Services,106189,104419909.66526456
684,odisha,2020,4,Others,187195,109856053.01820508
685,odisha,2020,3,Peer-to-peer payments,34182172,107064668710.39911
686,odisha,2020,3,Recharge & bill payments,17126851,5015719823.514479
687,odisha,2020,3,Merchant payments,14519265,10242496366.436386
688,odisha,2020,3,Financial Services,90736,84971747.75755268
689,odisha,2020,3,Others,114805,56087156.18513397
690,odisha,2019,1,Peer-to-peer payments,24117274,33342321630.613514
691,odisha,2019,1,Recharge & bill payments,6713747,1120730273.3482153
